date,Close,Volume,Open,High,Low,SMA_5,SMA_20,SMA_50,SMA_200,EMA_5,EMA_20,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,Stoch_k,Stoch_d,OBV,Volume_SMA_20,Price_Volume_Ratio,ATR_14,ROC_10,MOM_10,positive_score,negative_score,neutral_score,sentiment_score,sentiment,Sentiment_SMA_5,Sentiment_SMA_10,Sentiment_Momentum,Sentiment_Volatility,Sentiment_ZScore
2015-04-08,31.4,149088360,31.4625,31.6,31.2425,31.426499999999997,,,,31.435937234725966,,,50.61135247842307,,,,,,,55.98025642569064,,-158671560.0,,2.106133570722758e-07,0.5583969200305199,-0.8603678269792434,-0.27250000000000085,0.8407858610153198,0.0,0.881406843662262,0.4203929305076599,positive,0.7853791117668152,0.8039263486862183,-52.04419045785172,0.15937641590270202,0.0
2015-04-09,31.64,128977440,31.4625,31.645,31.165,31.541999999999994,,,,31.50395815648398,,,54.11308964412665,,,,,,,54.91215507036102,55.15604845303019,-29694120.0,,2.453142192929244e-07,0.5505792663260972,2.577403144756044,0.7950000000000017,0.0,0.5860836505889893,0.0,-0.5860836505889893,negative,0.49283725023269653,0.6847314536571503,-166.85677584889936,0.46897440897537557,0.0
2015-04-10,31.775,160503040,31.4875,31.8025,31.315,31.631,,,,31.594305437655986,,,56.00277253958146,,,,,,,64.9711477068387,58.62118640096346,130808920.0,,1.9797132814431426e-07,0.5444621278055766,2.30199613650998,0.7149999999999999,0.0,0.9054516851902008,0.0,-0.9054516851902008,negative,0.13642178177833558,0.5065237194299698,-203.28829391151547,0.6793552524143658,0.0
2015-04-13,31.7125,144994480,32.0925,32.1425,31.6525,31.606,31.480815,,,31.633703625103994,31.480814999999996,,54.87605785976294,,,,32.18997773245285,31.480815,30.771652267547143,73.6524515890917,64.51191812209714,-14185560.0,170816042.0,2.1871522281399953e-07,0.5393122042673175,2.9208924949290016,0.8999999999999986,0.0,0.9400320053100586,0.0,-0.9400320053100586,negative,-0.22690975069999694,0.3248579531908035,-207.23300164856482,0.8013346883750954,-2.2719587672053687
2015-04-14,31.575,101673120,31.75,31.8225,31.4775,31.6205,31.49769,,,31.61413575006933,31.489784999999994,,52.379327145261755,,,,32.19890782892337,31.49769,30.796472171076633,71.55268070401499,70.0587599999818,-115858680.0,168736438.0,3.1055405794569893e-07,0.5213535021042242,-0.05539289388304771,-0.017500000000001847,0.0,0.6608166694641113,0.0,-0.6608166694641113,negative,-0.5343982160091401,0.171113720536232,-175.381853602603,0.8306603475603982,-1.6628857888045399
2015-04-15,31.695,115689680,31.6025,31.7825,31.5025,31.6795,31.494440000000004,,,31.641090500046225,31.50932928571428,,54.33214890724553,,,,32.19135400732085,31.494440000000004,30.79752599267916,67.72752652149644,70.97755293820104,-169000.0,164342676.0,2.7396566400736866e-07,0.49950580972421404,1.8886120710439558,0.5874999999999986,0.919680655002594,0.0,0.0,0.919680655002594,positive,-0.4345406711101532,0.175419220328331,118.76691739130867,0.8348246327200982,0.6185646930363572
2015-04-16,31.5425,112080960,31.57,31.775,31.5275,31.660000000000004,31.465690000000002,,,31.608227000030816,31.51248840136054,,51.44490968512931,,,,32.10224642609277,31.465690000000002,30.82913357390723,63.19682432579082,67.49234385043408,-112249960.0,156923090.0,2.8142603346723656e-07,0.4771212419841501,1.5452716297786735,0.4800000000000004,,,,0.919680655002594,,-0.13338780999183655,0.17972472012043,-256.91969125539566,0.8389436975864877,0.6168900845595947
2015-04-17,31.1875,205925240,31.3875,31.535,31.115,31.542499999999997,31.431375000000003,,,31.46798466668721,31.481537125040486,,45.397111381352325,,,,32.049971142487166,31.431375000000003,30.81277885751284,52.59281912815937,61.17238999181554,-318175200.0,158084448.0,1.5145059440018136e-07,0.47278897389619917,-0.45483562081071915,-0.1424999999999983,0.9012122750282288,0.0,0.0,0.9012122750282288,positive,0.22794498205184938,0.18218338191509248,-199.53179057134545,0.8412458799801412,0.5896437471656205
2015-04-20,31.9,187900440,31.3925,32.03,31.2925,31.580000000000002,31.452625,,,31.611989777791475,31.521390732179487,,56.4603244606307,,,,32.104081972869274,31.452625,30.801168027130725,56.676205795397614,57.48861641644927,-130274760.0,153776234.0,1.6977075732233517e-07,0.5045627240244214,0.19630938358853553,0.0625,,,,0.9012122750282288,,0.5961938381195069,0.18464204370975495,-195.87038206544622,0.8435338167934358,0.5898805780619824
2015-04-21,31.7275,129365520,32.025,32.05,31.6675,31.610500000000002,31.448874999999997,,,31.650493185194318,31.541020186257633,,53.627360842105354,0.08696376092835578,,,32.093055632664466,31.448874999999997,30.804694367335525,60.69469835466185,56.65457442607294,-259640280.0,152724990.0,2.452546861018299e-07,0.49422246832324374,0.714229029442101,0.22499999999999787,,,,0.9012122750282288,,0.9085996270179748,0.18710070550441743,-236.37856256850574,0.8458076236306378,0.5901174855644108
2015-04-22,32.155,150301680,31.7475,32.2175,31.58,31.702499999999997,31.473000000000003,,,31.818662123462882,31.599494454233096,,59.103955911117545,0.12508741638053777,,,32.181774646837766,31.473000000000003,30.76422535316224,82.19256030042139,66.52115481682695,-109338600.0,153690634.0,2.139363977834446e-07,0.5062007658695983,2.404458598726123,0.7550000000000026,,,,0.9012122750282288,,0.9049059510231018,0.23518263995647432,-2.008129656082974,0.8737483856605426,0.5634694413576966
2015-04-23,32.4175,182386760,32.075,32.605,32.035,31.877499999999998,31.551624999999994,,,32.01827474897526,31.677399744306133,,62.066403719067104,0.17447105052249867,,,32.31134415041019,31.551624999999994,30.791905849589796,83.99849984827607,75.62858616778645,73048160.0,152508852.0,1.7774042370180817e-07,0.5114703641794549,2.4573324905183194,0.7774999999999963,0.0,0.574258029460907,0.0,-0.574258029460907,negative,0.6061182141304016,0.23636520206928252,-162.4410251903458,0.8725204910544243,-1.4382080534884352
2015-04-24,32.57,176838840,32.6225,32.6575,32.3075,32.153999999999996,31.627125,,,32.202183165983506,31.762409292467453,,63.71103739913624,0.2233389000579642,,,32.47178510175691,31.627125,30.782464898243088,92.22341310727832,86.13815775199193,249887000.0,151868872.0,1.8417899597169942e-07,0.4982807664161045,2.501966955153428,0.7950000000000017,0.8333745002746582,0.0,0.0,0.8333745002746582,positive,0.5925506591796875,0.4102478206157684,-7.527391340896424,0.7889480136074025,0.5220805215005588
2015-04-27,33.1625,380337040,33.0775,33.2825,32.7875,32.4065,31.744625000000003,,,32.522288777322345,31.89575126461341,,69.28320592272335,0.30634546137426355,,,32.74311295060331,31.744625000000003,30.746137049396694,92.15859582792821,89.46016959449419,630224040.0,162991380.0,8.719240177080834e-08,0.5156014829831697,4.57232952305874,1.4500000000000028,0.6049662232398987,0.7999896556138992,0.0,-0.5189984798431396,negative,0.3085085082054138,0.4523511731624604,-157.588927073467,0.7168191209342974,-1.2217688373314313
2015-04-28,32.64,474774800,33.6138,33.635,32.3925,32.589,31.797000000000004,,,32.56152585154823,31.96663209655499,,60.465777291546175,0.3262070639853363,,,32.86551134762342,31.797000000000004,30.728488652376594,83.10231047853945,89.161439804582,155449240.0,177335124.0,6.874838344410867e-08,0.5738260763944333,3.3729216152019044,1.0650000000000013,0.0,0.7091252605120341,0.0,-0.7091252605120341,negative,-0.01355899890263874,0.44752031405766807,-178.68570814682056,0.7252676408180173,-1.3190862661024114
2015-04-29,32.16,252252960,32.54,32.8975,32.075,32.589999999999996,31.849624999999996,,,32.427683901032154,31.985048087359274,,53.70400863937151,0.29976009094288614,,,32.8801155082047,31.849624999999996,30.81913449179529,65.48259826806544,80.24783485817771,-96803720.0,181543888.0,1.2749107086790972e-07,0.5935736252072609,1.4671083767155586,0.4649999999999963,0.0,0.7043888568878174,0.0,-0.7043888568878174,negative,-0.334679225285848,0.28511336286862693,-178.16014899106358,0.7869997550445393,-1.1806723093556786
2015-04-30,31.2875,331699920,31.875,31.97,31.145,32.364,31.860875,,,32.0476226006881,31.918614936182202,,44.059153702031885,0.20602231900430112,,,32.861219034570105,31.860875,30.860530965429895,36.276455026455075,61.62045459102,-428503640.0,190036256.0,9.432471373523395e-08,0.6267746523808262,-0.8084330664975795,-0.254999999999999,0.0,0.0,0.9538077314694723,0.0,neutral,-0.21982761939366657,0.19314529736836752,-100.0,0.7578001979914484,-0.23959938065467898
2015-05-01,32.2375,229396000,31.525,32.5325,31.325,32.2975,31.90625,,,32.110915067125404,31.94898494226009,,53.7903184403016,0.20601668778171245,0.21713475010865066,-0.01111806232693821,32.88831733475867,31.90625,30.92418266524133,30.952380952380953,44.237144748967154,-199107640.0,195071774.0,1.4053209297459414e-07,0.6751244351214504,3.3667334669338587,1.0499999999999972,,,,0.0,,-0.3865025194485982,0.10302406986554465,-100.0,0.7167114842777,-0.18721677163844844
2015-05-04,32.175,203620080,32.375,32.6425,32.065,32.1,31.923125,,,32.132276711416935,31.970510185854366,,53.13543929075215,0.19867875234770338,0.21344355055646122,-0.01476479820875784,32.91146562321651,31.923125,30.93478437678349,31.150793650793663,32.79320987654323,-402727720.0,197869280.0,1.580148676888841e-07,0.6675408915005822,0.862068965517237,0.2749999999999986,0.7256303429603577,0.0,0.0,0.7256303429603577,positive,-0.13757675488789872,0.08546587665875753,-239.81357771600216,0.6968603737246725,0.7824668584629331
2015-05-05,31.45,196511080,32.0375,32.1125,31.445,31.862000000000002,31.920499999999997,,,31.904851140944622,31.920937787201566,,46.12092324563928,0.13283075447378678,0.19732099133992634,-0.06449023686613956,32.913562938589486,31.920499999999997,30.927437061410505,33.30026455026454,31.80114638447972,-599238800.0,200715872.0,1.6004186634158236e-07,0.672362618125537,-0.8746355685131191,-0.27749999999999986,,,,0.7256303429603577,,0.1493743658065796,0.06790768345197043,-202.32752707700834,0.6759203503524157,0.7999805556909242
2015-05-06,31.2525,288149480,31.64,31.6875,30.84,31.680500000000002,31.913125,,,31.68740076062975,31.857277045563322,,44.40133967098848,0.06397171620249509,0.1706511363124401,-0.10667942010994502,32.92357895120213,31.913125,30.90267104879787,23.37188005792659,29.27431275299493,-887388280.0,207668928.0,1.0845933159414343e-07,0.685805338576637,-2.8067174622920223,-0.9024999999999999,,,,0.7256303429603577,,0.4353782057762146,0.050349490245183315,-203.01559087212013,0.6537867927345049,0.7699396386275095
2015-05-07,31.315,170615680,31.1925,31.52,31.005,31.686,31.896875,,,31.563267173753168,31.80563161265253,,45.098935161335284,0.014279059822396079,0.1393767210144313,-0.12509766119203522,32.93446460456435,31.896875,30.859285395435656,15.015593794663616,23.895912800951578,-716772600.0,209750840.0,1.8354116104686275e-07,0.6727645897557005,-3.400940849849605,-1.1024999999999956,,,,0.7256303429603577,,0.5805042743682861,0.18033832748730977,inf,0.6449662550588185,0.6921814194804534
2015-05-08,31.905,221895280,31.67,31.905,31.5275,31.6195,31.903375,,,31.677178115835446,31.815095268590387,,51.309616034229215,0.022248869669073912,0.11595115074535982,-0.0937022810762859,32.939456892274926,31.903375,30.86729310772507,23.285629099582653,20.557700984057618,-494877320.0,212820452.0,1.43784040832234e-07,0.666476566297499,-2.0417562173779524,-0.6649999999999991,,,,0.7256303429603577,,0.7256303429603577,0.16956391175587973,inf,0.6336454923963352,0.6160403805824133
2015-05-11,31.58,167682960,31.8475,31.89,31.4063,31.5005,31.896749999999997,,,31.644785410556963,31.79270524301035,,48.08286946927933,0.002313548384631048,0.09322363027321408,-0.09091008188858303,32.93930347584668,31.896749999999997,30.854196524153316,27.191413237924902,21.830878710723724,-662560280.0,213954876.0,1.8833159910822185e-07,0.6537874622253854,-4.771956275914069,-1.5825000000000031,,,,0.7256303429603577,,0.7256303429603577,0.29402679403622944,0.0,0.6049555638814721,0.5416765410700358
2015-05-12,31.4662,192293800,31.4,31.72,31.205,31.50374,31.891310000000004,,,31.58525694037131,31.761609505580793,,46.96903334654947,-0.022409720979361225,0.07009696002269901,-0.09250668100206023,32.941628724768826,31.891310000000004,30.840991275231186,28.99463327370307,26.49055853707021,-854854080.0,218485910.0,1.6363606106905164e-07,0.6433347585512765,-3.596200980392157,-1.1738,0.8960176110267639,0.0,0.0,0.8960176110267639,positive,0.759707796573639,0.4545410811901093,23.48127661961826,0.5155548945695626,0.7265822497027428
2015-05-13,31.5025,138446400,31.5375,31.7975,31.4675,31.553739999999998,31.881684999999997,,,31.557671293580874,31.736932409811196,,47.38769893279865,-0.03862869588300555,0.0483518288415581,-0.08698052472456365,32.94249882961385,31.881684999999997,30.82087117038615,24.19439475253431,26.79348042138743,-716407680.0,219623746.0,2.2754293358296064e-07,0.6199249950666715,-2.0444651741293387,-0.6574999999999953,0.527947187423706,0.0,0.0,0.527947187423706,positive,0.7201711654663085,0.5777746856212616,-27.24295606633023,0.31668004994172294,0.16007808603977117
2015-05-14,32.2375,180495680,31.8525,32.2375,31.79,31.73824,31.916434999999996,,,31.78428086238725,31.784605513638702,,55.11464350083509,0.007736821738159705,0.040228827420878424,-0.03249200568271872,32.97606101945214,31.916434999999996,30.856808980547854,32.03577817531308,28.40826873385015,-535912000.0,223044482.0,1.7860538268838345e-07,0.6285273397534951,3.0363563723531626,0.9499999999999957,,,,0.527947187423706,,0.6806345343589782,0.6305694043636322,-27.24295606633023,0.24571045635075098,0.19595654912558091
2015-05-15,32.1925,152513880,32.2675,32.3725,32.0525,31.795740000000002,31.966684999999995,,,31.920353908258168,31.823452607577874,,54.58606180408611,0.04038516948422455,0.04026009583354765,0.00012507365067689763,32.9774669651636,31.966684999999995,30.95590303483639,40.6976744186047,32.30928244881736,-688425880.0,220373914.0,2.1107914899286546e-07,0.6055400606503649,-0.13958898797982042,-0.0449999999999946,0.0,0.0,0.9624019265174866,0.0,neutral,0.5355084657669067,0.6305694043636322,-100.0,0.24571045635075098,-0.6243352301099393
2015-05-18,32.5475,202892960,32.095,32.68,32.09,31.989240000000002,31.999059999999997,,,32.12940260550545,31.892409502094267,,58.00756317442096,0.09382321778117486,0.050972720223073094,0.04285049755810177,33.040245599977254,31.999059999999997,30.957874400022742,60.45968216981809,44.39771158791195,-485532920.0,221123540.0,1.60417098750001e-07,0.6043857785319354,1.1577311577311649,0.3725000000000023,0.0,0.0,0.790469229221344,0.0,neutral,0.3903823971748352,0.5580063700675965,-100.0,0.3125681983274454,-0.5558189515110493
2015-05-19,32.5175,177581760,32.6725,32.72,32.41,32.1995,32.038560000000004,,,32.2587684036703,31.95194193046624,,57.61254037337166,0.1322282616858388,0.06722382851562624,0.06500443317021255,33.09536343186423,32.038560000000004,30.981756568135783,73.53592330456986,58.231093297664216,-663114680.0,223534352.0,1.831128377148644e-07,0.5825815651890905,3.394276629570744,1.067499999999999,0.7232522964477539,0.89129638671875,0.0,0.18506940205891928,positive,0.24819275538126626,0.5039502759774526,-79.34533877667374,0.32677778385443024,-0.17912997284113263
2015-05-20,32.515,145044680,32.5,32.745,32.335,32.402,32.05656,,,32.34417893578021,32.00556650851708,,57.57735252827269,0.1606113785719927,0.08590133852689953,0.07471004004509317,33.13276855488144,32.05656,30.980351445118558,86.71476566304966,73.5701237124792,-808159360.0,223271502.0,2.241723033206044e-07,0.5698326350947404,4.039676825853929,1.2624999999999993,0.8373891711235046,0.0,0.0,0.8373891711235046,positive,0.310081152121226,0.5151261587937672,58.61229893274433,0.33695431957442096,0.9912422566417437
2015-05-21,32.8475,158359120,32.5175,32.9075,32.4575,32.524,32.07806,,,32.511952623853475,32.08575065056307,,60.989974658629784,0.2075427507355414,0.1102296209686279,0.0973131297669135,33.19852308890565,32.07806,30.95759691109435,91.41772565595808,83.88947154119255,-649800240.0,222070120.0,2.074241129907769e-07,0.5610019456677267,4.893820852626522,1.5324999999999953,0.0,0.0,0.9577118754386902,0.0,neutral,0.2044917146364848,0.4425631244977315,-100.0,0.36365932314282096,-0.5909307396809423
2015-05-22,33.135,181877360,32.9,33.2425,32.85,32.7125,32.10630999999999,,,32.719635082568985,32.18567916003325,,63.70845836625021,0.2648816576928965,0.14116002831348162,0.12372162937941489,33.300993524453226,32.10630999999999,30.91162647554676,93.51664928013797,90.54971353304857,-467922880.0,222322046.0,1.8218320301108394e-07,0.5487965782351738,3.85519511048424,1.2299999999999969,,,,0.0,,0.2044917146364848,0.3700000902016958,,0.3731717000275107,-0.5223749173960059
2015-05-26,32.405,282178680,33.15,33.2275,32.28,32.684,32.068435,31.81835,,32.61475672171266,32.206566859077704,31.81835,53.51156556385324,0.24855309012168192,0.16263864067512168,0.08591444944656024,33.17127965864418,32.068435,30.96559034135582,85.92130577403874,90.28522690337826,-750101560.0,217414128.0,1.1483858383631251e-07,0.5780500849655029,2.6124129195693566,0.8250000000000028,,,,0.0,,0.2044917146364848,0.29743705590566,,0.36683137360106516,-0.6073416719164489
2015-05-27,33.0112,183084480,32.585,33.065,32.5125,32.78274,32.086994999999995,31.853824,,32.746904481141776,32.28319858678459,31.865128431372547,59.332538465187426,0.2812853737610794,0.18636798729231324,0.09491738646876619,33.23908540699937,32.086994999999995,30.934904593000613,83.44284759241715,87.6269342155313,-567017080.0,202829612.0,1.8030583477092106e-07,0.5840512207350689,4.91003044536678,1.5450000000000017,0.8969941139221191,0.0,0.0,0.8969941139221191,positive,0.34687665700912473,0.2975347061951955,384.67985736321185,0.367008507230323,1.1761385694955984
2015-05-28,32.945,122715360,32.965,32.9875,32.775,32.86874,32.126245,31.877524000000005,,32.81293632076118,32.34622729280511,31.907476336024605,58.47150179878381,0.29844388232458385,0.20878316629876736,0.08966071602581649,33.337574280542654,32.126245,30.914915719457337,80.0672738355305,83.1438090673288,-689732440.0,196352732.0,2.6846679991811945e-07,0.5586241033034056,4.579001666534398,1.442499999999999,,,,0.8969941139221191,,0.35879764556884763,0.3344393988450368,7.117950034945401,0.40891445805062315,1.168794324185123
2015-05-29,32.57,201896680,32.8075,32.8625,32.475,32.81324,32.19037,31.886574,,32.73195754717412,32.367538979204625,31.933457656180504,53.716060427128504,0.2785715584660764,0.2227408447322292,0.05583071373384721,33.352073761033765,32.19037,31.028666238966235,80.68506928973743,81.39839690589503,-891629120.0,189862570.0,1.6132013661641193e-07,0.5521566817388361,1.031407522295473,0.3325000000000031,,,,0.8969941139221191,,0.5381964683532715,0.3713440914948781,inf,0.4435090235640422,1.0605188711477536
2015-06-01,32.6337,128064080,32.8,32.8475,32.5125,32.71298,32.21018,31.901771999999998,,32.69920503144942,32.39288764785181,31.96091814025186,54.39457001042841,0.264908950788147,0.23117446594341276,0.033734484844734264,33.3878259291315,32.21018,31.0325340708685,74.17096114519427,78.30776809015407,-763565040.0,184795974.0,2.5482321038030334e-07,0.5363339652410501,1.3705055525355125,0.44119999999999493,,,,0.8969941139221191,,0.7175952911376953,0.46104350288709,inf,0.45070980483789014,0.9652062758096133
2015-06-02,32.49,134383920,32.465,32.6638,32.33,32.72998,32.22593,31.922072,,32.62947002096628,32.402136443294495,31.981666448477277,52.52395211802611,0.2397224752480227,0.23288406780433477,0.006838407443687938,33.409682509775585,32.22593,31.042177490224415,64.90658141075494,73.25420394856222,-897948960.0,181334166.0,2.417699974818416e-07,0.5215978455937296,-0.17666487441430967,-0.05749999999999744,,,,0.8969941139221191,,0.8969941139221191,0.5507429142793019,inf,0.4378338006924806,0.9253336301121848
2015-06-03,32.53,123759240,32.665,32.735,32.475,32.63374,32.27993,31.936621999999996,,32.596313347310854,32.4143139248855,32.00316972500758,53.00838963649933,0.22044848472230427,0.2303969511879287,-0.009948466465624417,33.414691756669654,32.27993,31.14516824333035,59.557507639772695,66.21168339857395,-774189720.0,177696574.0,2.628490608054801e-07,0.5025895959107889,0.03844083954794447,0.012500000000002842,,,,0.8969941139221191,,0.8969941139221191,0.621935385465622,0.0,0.42957020244241484,0.887561232411227
2015-06-04,32.34,153343920,32.395,32.645,32.2275,32.51274,32.334305,31.949972000000002,,32.510875564873906,32.407236408229736,32.016378755399444,50.37879226752146,0.18767885129364004,0.22185333120907097,-0.03417447991543093,33.366514708295746,32.334305,31.302095291704255,44.23731379536385,56.233800948630495,-927533640.0,170956296.0,2.1089848231348204e-07,0.49641442417310316,-0.5382131324004218,-0.17499999999999716,,,,0.8969941139221191,,0.8969941139221191,0.6278958797454834,0.0,0.4332893214653262,0.8516615441459907
2015-06-05,32.1625,142311040,32.375,32.4225,32.09,32.43124,32.37668,31.976322,,32.39475037658261,32.38392817887452,32.02210900028574,47.98398588886782,0.14570630258122463,0.20662392548350172,-0.06091762290227709,33.30208865265027,32.37668,31.45127134734973,27.13232667815582,43.64238270443079,-1069844680.0,169541064.0,2.2600144022557914e-07,0.48453232432248194,-2.0853946266839034,-0.6849999999999952,0.9242559671401978,0.0,0.0,0.9242559671401978,positive,0.9024464845657348,0.7203214764595032,3.039245497261491,0.37973790393766876,0.8814698544832832
2015-06-08,31.95,210439600,32.225,32.3025,31.7075,32.294500000000006,32.37893,31.994121999999997,,32.24650025105507,32.342601685648376,32.01928119635296,45.213018486357896,0.09420978945804137,0.18414109827840966,-0.08993130882036829,33.29994882955778,32.37893,31.457911170442216,15.416127306448379,28.92858925998935,-1280284280.0,168968280.0,1.5182503673263016e-07,0.49253159999146706,-3.5762788592123096,-1.1849999999999987,0.938411831855774,0.0,0.0,0.938411831855774,positive,0.9107300281524658,0.8141626596450806,4.617390157952692,0.28644304809821175,0.8747688008004368
2015-06-09,31.855,224011360,31.675,32.02,31.405,32.167500000000004,32.39268,32.014972,,32.116000167370046,32.29616342987234,32.012838796495984,43.98998522964458,0.04521155507995189,0.1563551896387181,-0.11114363455876622,33.27288573413264,32.39268,31.512474265867354,15.52617132405536,19.358208436219854,-1504295640.0,171784700.0,1.4220260972479252e-07,0.5013911619331334,-1.6972689399784004,-0.5500000000000007,0.8685384392738342,0.0,0.0,0.8685384392738342,positive,0.9050388932228088,0.901016503572464,-3.172336831048097,0.018578856663814203,0.6737519802014241
2015-06-10,32.22,156116760,31.98,32.335,31.9625,32.1055,32.430369999999996,32.027522,,32.1506667782467,32.2889097698845,32.02096276526085,49.62790300685446,0.03542420273154079,0.13216899225728265,-0.09674478952574186,33.207139353411925,32.430369999999996,31.653600646588067,28.21386100585724,19.718719878786995,-1348178880.0,169975848.0,2.0638399105899968e-07,0.49984510233596563,-2.396762310973256,-0.7912000000000035,0.6963490843772888,0.0,0.8069730997085571,0.3481745421886444,positive,0.7952749788761139,0.8461345463991166,-61.18430023289156,0.17594327610241278,-0.5632721341231014
2015-06-11,32.1475,141378080,32.295,32.545,32.1187,32.067,32.46262,32.048322000000006,,32.149611185497804,32.27544217275264,32.02592500976042,48.581842377650595,0.021568878780712453,0.11004896956196862,-0.08848009078125617,33.128221170672035,32.46262,31.797018829327964,36.41723356009067,26.719088630001085,-1489556960.0,170122432.0,2.2738673491675655e-07,0.4945340828202654,-2.4207011686143556,-0.7974999999999994,0.7090283632278442,0.0,0.0,0.7090283632278442,positive,0.7576818287372589,0.827337971329689,-20.955070694097653,0.1799020181353697,0.321892101462508
2015-06-12,31.7925,147305040,32.0463,32.0825,31.7775,31.993000000000002,32.44037,32.062922,,32.030574123665204,32.22944768010953,32.01677108780903,43.72216316437324,-0.017851319514441855,0.08446891174668654,-0.1023202312611284,33.16198002515208,32.44037,31.71875997484792,35.3413025017963,33.324132355914735,-1636862000.0,168462900.0,2.158276458157847e-07,0.48554798387680403,-2.387166103776481,-0.7774999999999999,,,,0.7090283632278442,,0.7146363079547882,0.8085413962602616,-23.28657986145371,0.1816268145852793,0.29855470092756015
